Title,Title_CKIP,Category
嚇到！南韓人搭過忘不了 台灣捷運4點很厲害,嚇到　！　南韓人　搭　過　忘不了　台灣　捷運　4　點　很　厲害,o
高雄捷運延伸線二階段交通部正安排審查會議,高雄　捷運　延伸線　二　階段　交通部　正　安排　審查　會議,o
下一班自由座哪排隊？台灣高鐵新一代電子看板一目瞭然,下　一　班　自由座　哪　排隊　？　台灣高鐵　新一代　電子　看板　一目瞭然,o
228疏運高鐵再開6班車 16日凌晨開始搶票,228　疏運　高鐵　再　開　6　班車　16日　凌晨　開始　搶　票,t
傳北捷乘客攜爆裂物在新埔站遭逮　北捷：是雙節棍啦、沒逮人,傳　北捷　乘客　攜　爆裂物　在　新埔　站　遭　逮　北捷　：　是　雙節棍　啦　、　沒　逮　人,o
高鐵桃苗南接駁公車  確定繼續營運,高鐵　桃苗　南　接駁　公車　確定　繼續　營運,o
高鐵桃苗南接駁公車  確定繼續營運,高鐵　桃苗　南　接駁　公車　確定　繼續　營運,o
初一機捷出狀況！發車間距拉長30分鐘　A1站暫停預辦登機,初一　機捷　出　狀況　！　發車　間距　拉長　30　分鐘　A　1　站　暫停　預　辦　登機,t
歡迎外漂遊子返鄉　高鐵雲林站加開免費接駁公車,歡迎　外　漂遊　子　返鄉　高鐵　雲林　站　加開　免費　接駁　公車,o
春節返鄉買不到票有福了 高鐵今、明加開南下班次,春節　返鄉　買不到　票　有　福　了　高鐵　今　、　明　加開　南下　班次,t
迎接金豬年 高雄大學與高捷合作揮毫贈春聯,迎接　金　豬年　高雄　大學　與　高捷　合作　揮毫　贈　春聯,e
林佳龍圓了阿公希望　5天促成高鐵雲林站客運,林　佳龍　圓　了　阿公　希望　5　天　促成　高鐵　雲林站　客運,o
迎接金豬年 高雄大學與高捷合作揮毫贈春聯,迎接　金　豬年　高雄　大學　與　高捷　合作　揮毫　贈　春聯,e
高鐵新竹站飄西域味　古老樂器「箜篌」快閃演出,高鐵　新竹　站飄　西域味　古老　樂器　「　箜篌　」　快　閃　演出,e
原聲童聲合唱團快閃演出 歌聲縈繞高鐵站,原聲　童聲　合唱團　快　閃　演出　歌聲　縈繞　高鐵　站,e
228連假高鐵車票 本周四開賣,228　連假　高鐵　車票　本　周　四　開賣,e
高鐵二二八連假加開177班次31日開放訂票,高鐵　二二八　連假　加開　177　班　次31日　開放　訂　票,t
新年平安籤隨身帶 北捷與龍山寺推「樂吉籤」票卡,新年　平安　籤　隨身　帶　北捷　與　龍山寺　推　「　樂吉籤　」　票卡,e
桃園捷運備戰春節疏運 兩階段延長營運時間,桃園　捷運　備戰　春節　疏運　兩　階段　延長　營運　時間,t
高鐵新回數票3／15開賣 最多省2600元,高鐵　新回　數　票　3／15　開賣　最多　省　2600　元,e
影／列車一掃有驚喜 全台12個高鐵站體驗AR互動劇,影　／　列車　一　掃　有　驚喜　全台　12　個　高鐵　站　體驗　AR　互動劇,o
台灣高鐵ARt邁向藝術「心」旅程,台灣高鐵　ARt　邁向　藝術　「　心　」　旅程,o
擴增實境結合藝術國藝會與台灣高鐵 聯手啟動心旅程,擴增實境　結合　藝術　國　藝　會　與　台灣高鐵　聯手　啟動　心　旅程,o
搭高鐵不無聊　處處都有AR大玩虛擬世界,搭　高鐵　不　無聊　處處　都　有　AR　大　玩　虛擬　世界,o
台灣高鐵ARt邁向藝術「心」旅程,台灣高鐵　ARt　邁向　藝術　「　心　」　旅程,o
擴增實境結合藝術國藝會與台灣高鐵 聯手啟動心旅程,擴增實境　結合　藝術　國　藝　會　與　台灣高鐵　聯手　啟動　心　旅程,o
豬年生肖紀念車票 北捷兩站周六起限量販售,豬年　生肖　紀念　車票　北捷　兩　站　周六　起　限量　販售,e
無人化商機 松機捷運連通道開自助咖啡廳,無　人　化　商機　松機　捷運　連　通道　開　自助　咖啡廳,o
無人化商機松機捷運連通道開自助咖啡廳,無　人　化　商機　松機　捷運　連　通道　開　自助　咖啡廳,o
北捷部分列車博愛座加裝扶手,北捷　部分　列車　博愛座　加裝　扶手,o
沙崙科學城聯外道路 春節後動工,沙崙　科學城　聯外　道路　春節　後　動工,o
北捷部分車廂博愛座加裝扶手 今起試辦半年,北捷　部分　車廂　博愛座　加裝　扶手　今　起　試辦　半　年,o
台灣高鐵大專生5折優惠 周六凌晨開放搶票,台灣高鐵　大專生　5　折　優惠　周六　凌晨　開放　搶　票,e
高鐵加開大學生返校5折列車19日開放訂票,高鐵　加開　大學生　返校　5　折　列車　19日　開放　訂　票,e
去年12月高鐵運量達587萬人次 創通車以來單月史上最高,去年　12月　高鐵　運量　達　587萬　人次　創　通車　以來　單月　史上　最　高,o
台灣高鐵春節疏運再加開17班次 1月18日凌晨開放購票,台灣高鐵　春節　疏運　再　加開　17　班次　1月　18日　凌晨　開放　購票,t
台灣高鐵春節疏運加班車第二波 周五凌晨搶票,台灣高鐵　春節　疏運　加班車　第二　波　周　五　凌晨　搶　票,t
春節一票難求　高鐵再加17班加班車周五開搶,春節　一　票　難　求　高鐵　再　加　17　班　加班　車周　五　開　搶,t
高鐵春節再加開17班18日開放訂票,高鐵　春節　再　加開　17　班　18日　開放　訂　票,t
張啟元上網買高鐵票竄改退款金額　高鐵靠檢核機制發現,張啟元　上網　買高　鐵票　竄改　退款　金額　高鐵　靠　檢核　機制　發現,o
高鐵雲林站聯外道指標不足 縣長張麗善要求增設,高鐵　雲林站　聯外　道　指標　不足　縣長　張麗善　要求　增設,o
北捷車站命名新規今拍板 萬大線爭議站有望更名,北捷　車站　命名　新規今　拍板　萬大　線　爭議　站　有望　更名,o
韓國瑜拚經濟要延伸捷運紅線　環評遭質疑效益低,韓國　瑜　拚　經濟　要　延伸　捷運　紅線環評　遭　質疑　效益　低,o
北捷列車疑車門卡住急停　搭車人潮塞爆多個捷運站,北捷　列車　疑　車門　卡住　急停　搭　車　人潮　塞爆　多　個　捷運站,s
高鐵首創導入AI結合行動裝置 未來將可語音訂票,高鐵　首創　導入　AI　結合　行動裝置　未來　將　可　語音　訂　票,o
北捷板南線塞爆！網友傻眼：要放連假了嗎？,北捷板南線塞爆　！　網友　傻眼　：　要　放　連假　了　嗎　？,o
加速進站！北捷推出團體IC票卡,加速　進站　！　北捷　推出　團體　IC　票卡,e
高鐵春節加開465班列車 今天凌晨起開放購票,高鐵　春節　加開　465　班　列車　今天　凌晨　起　開放　購票,t
春節車票4分鐘狂賣4.1萬張 高鐵：系統處理順暢,春節　車票　4　分鐘　狂賣　4.1　萬　張　高鐵　：　系統　處理　順暢,e
線上搶高鐵春節車票「炸了」 　4分鐘內狂賣4.1萬張,線　上　搶　高鐵　春節　車票　「　炸　了　」　4　分鐘　內　狂賣　4.1　萬　張,e
捷運局拍板民生汐止線經民生社區 最快2030年完工,捷運局　拍板　民生　汐止線　經　民生　社區　最　快　2030年　完工,o
最時髦台茶沙龍 「永心鳳茶」開進捷運中山站,最　時髦　台　茶　沙龍　「　永心鳳　茶　」　開進　捷運　中山　站,o
高鐵2019春節疏運加開465班次4日凌晨開放購票,高鐵　2019　春節　疏運　加開　465　班　次4日　凌晨　開放　購票,t
高鐵2019春節加開465班次列車 4日凌晨開賣,高鐵　2019　春節　加開　465　班次　列車　4日　凌晨　開賣,t
春節疏運高鐵加開465班次列車 周五凌晨搶票,春節　疏運　高鐵　加開　465　班次　列車　周五　凌晨　搶　票,t
高鐵春節加開465班加班車　1月4日凌晨開搶,高鐵　春節　加開　465　班　加班車　1月　4日　凌晨　開　搶,t
高鐵春節車票4日開訂,高鐵　春節　車票　4日　開訂,e
高鐵春節疏運加開465班車 後天凌晨零時起開始搶票,高鐵　春節　疏運　加開　465　班車　後天　凌晨　零時　起　開始　搶　票,t
北捷24小時疏運人潮「潮天團」秀舞蹈陪民眾跨年,北捷　24　小時　疏運　人潮　「　潮天團　」　秀　舞蹈　陪　民眾　跨年,o
協助疏散跨年人潮 移工首度參與北捷外語志工,協助　疏散　跨年　人潮　移工　首度　參與　北捷　外語　志工,o
高鐵加開2北上班次 高公局估下午起車流將增多,高鐵　加開　2　北上　班次　高公局　估　下午　起　車流　將　增多,t
東南亞移工首次參與捷運跨年疏散志工,東南亞　移工　首　次　參與　捷運　跨年　疏散　志工,o
動物入侵高鐵被撞死！駕駛下車查看竟是牠,動物　入侵　高鐵　被　撞死　！　駕駛　下車　查看　竟是　牠,o
新竹─苗栗高鐵路段晚間疑有異物侵入 北上列車延誤,新竹　─　苗栗　高鐵　路段　晚間　疑　有　異物　侵入　北上　列車　延誤,t
高鐵飯店聯票可搭觀光局國旅補助 坐車、住宿雙重優惠,高鐵　飯店　聯票　可　搭　觀光局　國旅　補助　坐車　、　住宿　雙重　優惠,e
打造豪宅別墅品牌，磐興「在家藏公園」熱銷,打造　豪宅　別墅　品牌　，　磐興　「　在　家　藏　公園　」　熱銷,o
輕軌爭議路段停工高市爭取捷運黃線117年通車,輕　軌　爭議　路段　停工　高市　爭取　捷運　黃線　117　年　通車,t
淡海輕軌今起試營運 轉乘北捷紅樹林需出站,淡海　輕　軌　今　起　試營運　轉乘　北捷　紅樹林　需　出站,t
淡海輕軌遭爆履勘關ATP　新北捷運公司否認,淡海　輕　軌　遭　爆履勘關　ATP　新　北　捷運　公司　否認,o
淡海輕軌遭爆履勘關ATP 新北捷運：不實惡質爆料,淡海　輕　軌　遭　爆履勘關　ATP　新　北　捷運　：　不實　惡質　爆料,o
台北捷運跨年連續42小時不收班 陪大家迎接2019,台北　捷運　跨年　連續　42　小時　不　收　班　陪　大家　迎接　2019,t
南北輕軌角色不同定位較低運量捷運,南北　輕　軌　角色　不同　定位　較　低　運量　捷運,t
捷運環狀線第一階段將完工  新店、新莊通勤可省20分鐘,捷運　環狀線　第一　階段　將　完工　新店　、　新莊　通勤　可　省　20　分鐘,t
中市北屯軌道利多 「聚富好好」捷運宅受惠,中市　北屯　軌道　利多　「　聚富　好好　」　捷運　宅　受惠,e
男子搭北捷亮刀旅客驚恐　北捷：遭警逮捕未影響營運,男子　搭　北捷　亮刀　旅客　驚恐　北捷　：　遭　警　逮捕　未　影響　營運,o
高鐵拚觀光 「高鐵＋高雄好玩卡」聯票改版,高鐵　拚　觀光　「　高鐵　＋　高雄　好玩卡　」　聯票　改版,e
跟上韓流！高鐵「高雄好玩卡」改版 現買現省1398元,跟上　韓流　！　高鐵　「　高雄　好玩卡　」　改版　現　買　現　省　1398　元,e
旅行社可直接透過 Amadeus 銷售平台 訂購大陸高鐵車票,旅行社　可　直接　透過　Amadeus　銷售　平台　訂購　大陸　高鐵　車票,e
高屏空品測站一片紅海 高雄市民驚覺：高捷優惠沒了,高屏空品測站　一　片　紅海　高雄　市民　驚覺　：　高捷　優惠　沒　了,e
台灣好行攜手高鐵 推阿里山線旅遊交通優惠,台灣　好　行　攜手　高鐵　推　阿里山線　旅遊　交通　優惠,e
2018倒數 機捷首度跨年夜班車41小時不打烊,2018　倒數　機捷　首度　跨年　夜班車　41　小時　不　打烊,t
協助疏運 台灣高鐵今晚加開一班北上列車,協助　疏運　台灣高鐵　今晚　加開　一　班　北上　列車,t
元旦購票踴躍！ 高鐵今宣布加開6班次疏運,元旦　購票　踴躍　！　高鐵　今　宣布　加開　6　班次　疏運,t
元旦疏運這3天班次快滿　高鐵加開第2波6班加班車,元旦　疏運　這　3　天　班次　快　滿　高鐵　加開　第2　波　6　班　加班車,t
台灣高鐵本周末開3加班車 周三凌晨訂票,台灣高鐵　本　周　末　開　3　加班車　周三　凌晨　訂　票,t
疏散假日北上人潮 高鐵今晚加開一班次,疏散　假日　北上　人潮　高鐵　今晚　加開　一　班次,t
高鐵員工不滿加班費算法　明年春節不想上班,高鐵　員工　不滿　加班費　算法　明年　春節　不　想　上班,o
台中高鐵特區生活圈 新建案1字頭房價熱銷,台中　高鐵　特區　生活圈　新建　案1字頭　房價　熱銷,o
G4雙捷好市多商圈房市熱 「漢宇原境」開紅盤,G　4　雙　捷　好　市　多　商圈　房市　熱　「　漢宇原境　」　開紅盤,o
2018臺北馬拉松 北捷9日清晨5點20分發首班車,2018　臺北　馬拉松　北捷　9日　清晨　5點20　分發　首　班車,t
高鐵網路訂票即日起新增「台灣Pay」付款功能,高鐵　網路　訂　票　即日　起　新增　「　台灣　Pay　」　付款　功能,e
高鐵除毛挨轟後再po緊縛照　辣模：只是想分享快樂,高鐵　除　毛挨轟　後　再　po　緊縛　照　辣模　：　只是　想　分享　快樂,o
桃園身障者參訪台中花博 桃園高鐵贈票,桃園　身障者　參訪　台中　花博　桃園　高鐵　贈　票,e
高鐵網路訂票新增台灣Pay金融卡支付,高鐵　網路　訂　票　新增　台灣　Pay　金融卡　支付,e
快下載機捷購票APP 這周桃機到台北只要99元！,快　下載　機捷　購票　APP　這　周　桃機　到　台北　只要　99　元　！,e
疏運北上旅客 高鐵今晚加開1班次,疏運　北上　旅客　高鐵　今晚　加開　1　班次,t
網紅辛尤里秀高鐵除毛自拍　粉絲看完全暴動了,網紅辛尤里秀　高鐵　除　毛　自拍　粉絲　看　完全　暴動　了,o
接高雄市副市長有影！葉匡時餐會鬆口 與台北道別,接　高雄市　副市長　有　影　！　葉匡　時　餐會　鬆口　與　台北　道別,o
忌妒！高鐵前三季大賺56億元　員工全面加薪3.5%,忌妒　！　高鐵　前　三　季　大賺　56億　元　員工　全面　加薪　3.5　%,o
台灣高鐵108年平均調薪3.5%提前2個月實施,台灣高鐵　108　年　平均　調薪　3.5　%　提前　2　個　月　實施,o
高鐵明年平均加薪3.5％ 11月提前實施,高鐵　明年　平均　加薪　3.5％　11月　提前　實施,o
桃園捷運推行動支付 12月首周購票打66折,桃園　捷運　推　行動支付　12月　首周　購票　打　66　折,e
提高麗菜搭捷運丟臉？　網友羨慕：想阿嬤了,提　高麗菜　搭　捷運　丟臉　？　網友　羨慕　：　想　阿嬤　了,o
淡海輕軌志工授旗　舞棍阿伯熱舞加持,淡海　輕　軌　志工　授旗　舞棍　阿伯　熱舞　加持,o
建商推「首購產品配備豪宅化」提高CP值搶客,建商　推　「　首　購　產品　配備　豪宅　化　」　提高　CP　值　搶　客,o
淡海輕軌預計年底通車 基本票價20元,淡海　輕　軌　預計　年底　通車　基本　票價　20　元,e
節能運轉 高鐵每年可節省7500戶家庭一整年用電,節能　運轉　高鐵　每　年　可　節省　7500　戶　家庭　一　整　年　用　電,o
北捷環狀線第一階段營運　擴大徵才最高月薪5萬6,北捷　環狀線　第一　階段　營運　擴大　徵才　最　高　月薪　5萬6,o
高鐵車票首度改版 新版磁票乘車資訊更清晰,高鐵　車票　首度　改版　新版　磁票　乘車　資訊　更　清晰,e
首度改版！高鐵橘色車票走入歷史 白色車票字更大,首度　改版　！　高鐵　橘色　車票　走入　歷史　白色　車票　字　更　大,e
橘色票面走入歷史　高鐵車票首度改版變白色,橘色　票面　走入　歷史　高鐵　車票　首度　改版　變　白色,e
高鐵車票首度改版字體放大底色橘改白,高鐵　車票　首度　改版　字體　放大　底色　橘改　白,e
只求來得及！投票日中午以前高鐵座位票賣光,只　求　來得及　！　投票日　中午　以前　高鐵　座位票　賣光,e
高鐵今年前3季賺57億元明年才調薪　本月提前實施遭批「未來薪」,高鐵　今年　前3季　賺　57億　元　明年　才　調薪　本　月　提前　實施　遭　批　「　未來　薪　」,o
疏運北上人潮 高鐵晚間加開台南發車列車,疏運　北上　人潮　高鐵　晚間　加開　台南　發車　列車,t
周日北上人潮多　高鐵晚間加開北上1班次,周日　北上　人潮　多　高鐵　晚間　加開　北上　1　班次,t
疏運北上人潮高鐵晚間加開台南發車列車,疏運　北上　人潮　高鐵　晚間　加開　台南　發車　列車,t
高鐵工程車故障21班次延誤 乘客：走走停停好可怕,高鐵　工程車　故障　21　班次　延誤　乘客　：　走走　停停　好　可怕,t
高鐵工程車故障 桃園至新竹部份車次延誤,高鐵　工程車　故障　桃園　至　新竹　部份　車次　延誤,t
高鐵工程車桃園往新竹間故障 列車延誤,高鐵　工程車　桃園　往　新竹　間　故障　列車　延誤,t
工程車故障卡路線擋路　高鐵列車延誤,工程車　故障卡　路線　擋路　高鐵　列車　延誤,t
高鐵工程車故障延誤21班次,高鐵　工程車　故障　延誤　21　班次,t
高鐵工程車故障8時2分恢復正常營運,高鐵　工程車　故障　8時　2　分　恢復　正常　營運,t
捷運永春、後山埤站大改造　化身打卡熱點,捷運　永春　、　後山　埤站大　改造　化身　打卡　熱點,s
台中捷運藍線特色車站 草悟道繁榮新地標,台中　捷運　藍線　特色　車站草　悟道　繁榮　新　地標,s
「韓」流吞噬岡山 當地民眾感嘆：高雄捷運終於有人搭了,「　韓　」　流　吞噬　岡山　當地　民眾　感嘆　：　高雄　捷運　終於　有　人　搭　了,o
選前最後週日高鐵加開班車,選　前　最後　週日　高鐵　加開　班車,t
首創行進機捷上演出沉浸式戲劇 門票秒殺,首創　行進　機捷　上　演出　沉浸式　戲劇　門票　秒　殺,e
地牛翻身　台鐵列車嘉義慢行、高鐵一度停車,地牛　翻身　台鐵　列車　嘉義　慢　行　、　高鐵　一　度　停車,t
嘉義地牛翻身高鐵停車台鐵慢行部分延誤,嘉義　地　牛　翻身　高鐵　停車　台鐵　慢　行　部分　延誤,t
不怕高雄老又窮　外國客到衛武營搭高鐵買1送1,不　怕　高雄　老　又　窮　外國客　到　衛武營　搭　高鐵　買　1　送　1,e
疏運南下人潮高鐵加開全車自由座列車,疏運　南下　人潮　高鐵　加開　全　車　自由座　列車,t
高鐵2019年桌曆水雉等12種台灣鳥類當主角,高鐵　2019年　桌曆　水雉　等　12　種　台灣　鳥類　當　主角,o
蕭美琴促比照高鐵 台鐵北迴線網路訊號不再卡,蕭美琴促　比照　高鐵　台鐵　北迴線　網路　訊號　不再　卡,o
蕭美琴促比照高鐵台鐵北迴線網路訊號不再卡,蕭美琴促　比照　高鐵　台鐵　北迴線　網路　訊號　不再　卡,o
開擴音又大聲喧嘩　大媽搭高鐵講電話好惱人,開　擴音　又　大聲　喧嘩　大媽　搭　高鐵　講　電話　好　惱人,o
疏運北返人潮　高鐵今加開2班次北上全車自由座,疏運　北　返　人潮　高鐵　今　加開　2　班次　北上　全　車　自由座,t
周末湧南下人潮　高鐵今晚加開全車自由座列車,周末湧　南下　人潮　高鐵　今晚　加開　全　車　自由座　列車,t
「熟年優惠」是假訊息！高鐵4度澄清：5年前就停了,「　熟年　優惠　」　是　假　訊息　！　高鐵　4　度　澄清　：　5　年　前　就　停　了,o
他抱怨被捷運拒載 照片曝光網友嚇到閃尿：沒載你真好,他　抱怨　被　捷運　拒載　照片　曝光　網友　嚇到　閃尿　：　沒　載　你　真　好,o
捷運新莊機廠暴增28億預算 童仲彥批工程巨獸橫行,捷運　新莊　機廠　暴增　28億　預算　童仲彥　批　工程　巨獸　橫行,o
當不成火車司機　他卻成了高鐵模型醫生,當　不成　火車　司機　他　卻　成　了　高鐵　模型　醫生,o
【鋼筋打賴香伶】李明彥因北捷派遣工逞凶　勞動局：該案沒問題,【　鋼筋　打　賴香伶　】　李明彥　因　北捷　派遣工　逞凶　勞動　局　：　該　案　沒　問題,o
「共體時艱」台灣高鐵票價　今年不漲了,「　共體時艱　」　台灣高鐵　票價　今年　不　漲　了,e
高鐵選舉疏運 4天加開58班次列車,高鐵　選舉　疏運　4　天　加開　58　班次　列車,t
老伯高鐵坐錯車被規勸 竟烙日語罵正妹列車長「巴嘎壓路」,老伯　高鐵　坐　錯車　被　規勸　竟　烙　日語　罵　正妹　列車長　「　巴嘎　壓　路　」,o
賴揆暗示高鐵南延會有好消息 交長：希望有好結果,賴揆　暗示　高鐵　南　延會　有　好消息　交長　：　希望　有　好　結果,o
因應捷運通車轉乘需求　烏日增設兩處iBike站,因應　捷運　通車　轉乘　需求　烏日　增設　兩　處　iBike　站,s
賴揆暗示通過高鐵南延屏東案　交長：尊重審查機制,賴揆　暗示　通過　高鐵　南延　屏東案　交　長　：　尊重　審查　機制,o
彰化各地插旗「捷運到ＯＯ」　在地人：路填平再來唬爛,彰化　各　地　插旗　「　捷運　到　ＯＯ　」　在地人　：　路　填平　再　來　唬爛,o
機捷A7站專管水資源回收中心 充分利用,機捷　A　7　站　專　管　水資源　回收　中心　充分　利用,s
捷運利多！去年全台建物交易面積前十大 中市占兩區,捷運　利多　！　去年　全台　建物　交易　面積　前　十　大　中市　占　兩　區,o
高鐵一日生活圈 烏日特區周邊建案吸引外地客,高鐵　一　日　生活圈　烏日　特區　周邊　建　案　吸引　外地客,o
本月50場剪綵又被酸　柯P拖朱立倫下水：一條捷運剪三次,本　月　50　場　剪綵　又　被　酸柯　P　拖朱立倫　下水　：　一　條　捷運　剪　三　次,o
東南亞移工首次參與捷運跨年疏散志工,東南亞　移工　首　次　參與　捷運　跨年　疏散　志工,o
【獨家】高鐵營運首見　山豬家族闖入軌道遭撞死！,【　獨家　】　高鐵　營運　首見　山豬　家族　闖入　軌道　遭　撞死　！,o
2019台南跨年晚會交通管制疏導出爐,2019　台南　跨年　晚會　交通　管制　疏導　出爐,o
高鐵新竹至苗栗路段疑似異物入侵　1324列車停車檢查,高鐵　新竹　至　苗栗　路段　疑似　異物　入侵　1324　列車　停車　檢查,t
【桃園跨年預告】青埔高鐵站前登場　謝金燕火熱開場,【　桃園　跨年　預告　】　青埔　高鐵　站　前　登場　謝金燕　火熱　開場,e
松山長榮地勤染麻疹 可傳染期曾到機場搭捷運,松山　長榮　地勤　染　麻疹　可　傳染期　曾　到　機場　搭　捷運,o
松山長榮地勤染麻疹可傳染期曾到機場搭捷運,松山　長榮　地勤　染　麻疹　可　傳染期　曾　到　機場　搭　捷運,o
乘客爛醉到把高鐵當廁所？車廂地板竟全是尿,乘客　爛醉　到　把　高鐵　當　廁所　？　車廂　地板　竟　全　是　尿,o
高鐵傳愛10年邀旅客獻愛心助弱勢童學習,高鐵　傳　愛　10　年　邀　旅客　獻　愛心　助　弱勢　童　學習,e
高鐵助學計畫邁第10年 邀旅客加入關懷,高鐵　助學　計畫　邁　第10　年　邀　旅客　加入　關懷,e
高鐵攜手快樂學習協會 啟動2019助學計畫,高鐵　攜手　快樂　學習　協會　啟動　2019　助學　計畫,e
高鐵高速傳愛再啟動助孩子快樂學習,高鐵　高速　傳　愛　再　啟動　助　孩子　快樂　學習,o
高鐵加開20班寒假返鄉列車 明起開賣,高鐵　加開　20　班　寒假　返鄉　列車　明　起　開賣,t
高鐵元旦連假再增6班車 15日開賣,高鐵　元旦　連假　再　增　6　班車　15　日　開賣,t
高鐵元旦連假再增6班車15日開賣,高鐵　元旦　連假　再　增　6　班車　15　日　開賣,t
9米高粉色耶誕樹 點亮高鐵區購物廣場,9　米　高　粉色　耶誕樹　點亮　高鐵區　購物　廣場,o
高鐵元旦假期疏運 加開6班車,高鐵　元旦　假期　疏運　加開　6　班車,t
惡劣！男肢解腳踏車丟捷運軌道 列車行駛輾過車體受損,惡劣　！　男　肢解　腳踏車　丟　捷運　軌道　列車　行駛　輾過　車體　受損,o
男子拿單車殘骸砸北捷軌道　北捷要求償,男子　拿　單車　殘骸　砸　北捷　軌道　北捷　要　求償,o
BTS助攻 機捷寫單日12萬運量新紀錄,BTS　助攻　機捷　寫　單日　12萬　運量　新　紀錄,t
防彈少年團high爆桃園　機捷也爆！單日12萬人次創新高,防彈　少年團　high　爆　桃園　機捷　也　爆　！　單日　12萬　人次　創新高,t
偶像演唱會助攻機捷單日運量破紀錄,偶像　演唱會　助攻　機捷　單日　運量　破紀錄,t
台北馬拉松明晨開跑交管看這裡　北捷5,台北　馬拉松　明晨　開跑　交管　看　這裡　北捷　5,o
高雄哪裡室內空氣最優　夢時代高捷機場站上榜,高雄　哪裡　室　內　空氣　最優　夢時代　高捷　機場　站上　榜,o
北捷環狀線招兵買馬 開缺636人月薪最高5.61萬,北捷　環狀線　招兵買馬　開　缺　636　人　月薪　最　高　5.61　萬,o
北捷將徵才636人　最高月薪56K,北捷　將　徵才　636　人　最　高　月薪　56　K,o
台北捷運公司徵636人薪資3萬3900元起跳,台北　捷運　公司　徵　636　人　薪資　3萬3900　元　起跳,o
高鐵元旦6天疏運加開169班次列車 周六凌晨搶票,高鐵　元旦　6　天　疏運　加開　169　班次　列車　周六　凌晨　搶　票,t
元旦可放4天假　高鐵加開169班次後天開搶,元旦　可　放　4　天　假　高鐵　加開　169　班次　後天　開　搶,t
高鐵元旦疏運加開169班12/1開訂,高鐵　元旦　疏運　加開　169　班　12　/　1　開　訂,t
因應元旦出遊人潮 高鐵加開169列班次,因應　元旦　出遊　人潮　高鐵　加開　169　列　班次,t
高鐵元旦疏運加開169班 周六開放購票,高鐵　元旦　疏運　加開　169　班　周六　開放　購票,t
韓國瑜「高雄負債太高」　捷運延伸屏東可能生變,韓國　瑜　「　高雄　負債　太　高　」　捷運　延伸　屏東　可能　生變,o
駕駛告訴你台灣高鐵不一定開到300公里的原因,駕駛　告訴　你　台灣高鐵　不一定　開　到　300　公里　的　原因,o
返鄉投票人潮擠爆「像過年一樣」　高鐵再加開列車,返鄉　投票　人潮　擠爆　「　像　過年　一樣　」　高鐵　再　加開　列車,t
高鐵假期5大優惠旅展購買贈旅遊書,高鐵　假期　5　大　優惠　旅展　購買　贈　旅遊書,e
【捷運出口】失業失婚罹癌永垂頭　舌癌婦賣水果自力更生,【　捷運　出口　】　失業　失婚罹癌永　垂頭　舌癌　婦　賣　水果　自力更生,o
捷運板南線電軌冒火搶修完畢　列車恢復正常運轉,捷運　板南線電軌　冒火　搶修　完畢　列車　恢復　正常　運轉,t
看好營運獲利穩定　高鐵獲信評評等AA+,看好　營運　獲利　穩定　高鐵　獲　信　評評　等　AA　+,o
引頸期盼高捷岡山路竹延伸線動土,引頸　期盼　高捷　岡山　路竹　延伸線　動土,o
有驚無險　北捷忠孝新生站電梯施工冒火花已撲滅,有驚無險　北捷　忠孝　新生　站　電梯　施工　冒　火花　已　撲滅,s
高鐵捐血傳愛又來了！11/9起各站接力舉辦,高鐵　捐血　傳　愛　又　來　了　！　11　/　9　起　各　站　接力　舉辦,e
高鐵「寒冬送暖 捐血傳愛」 12站巡迴舉辦,高鐵　「　寒冬　送　暖　捐血　傳　愛　」　12　站　巡迴　舉辦,e
台中花博明登場　高鐵推1、2日遊套裝,台中　花博明　登場　高鐵　推1　、　2　日　遊　套裝,e
北捷新莊機場工程經費爆增　捷運局：因要保存樂生療養院,北捷　新莊　機場　工程　經費　爆增　捷運局　：　因　要　保存　樂生　療養院,o
北漂返鄉拚翻盤 選前之夜高鐵票搶光,北漂　返鄉　拚　翻　盤選　前　之　夜　高　鐵票　搶光,e
年底通車營運　淡海輕軌招120名志工,年底　通車　營運　淡海　輕　軌招　120　名　志工,o
捷運出口音樂節今午登場　展現復古音樂浪潮,捷運　出口　音樂節　今午　登場　展現　復古　音樂　浪潮,o
身障協會要高鐵增設輪椅席　3天不改善輪椅淹北車,身障　協會　要　高鐵　增設　輪椅　席　3　天　不　改善　輪椅　淹北　車,o
北捷板南線月台塞爆了！訊號異常 等超久,北捷板南線　月台　塞爆　了　！　訊號　異常　等　超久,s
高鐵網路訂票系統掛25分鐘　民眾跑多家超商無法取票,高鐵　網路　訂　票　系統　掛　25　分鐘　民眾　跑　多　家　超商　無法　取票,e
北捷派遣工好無奈　遭派遣公司亂扣薪,北捷　派遣工　好　無奈　遭　派遣　公司　亂　扣薪,o
【高雄鐵路地下化-5】「怕變成捷運美麗島站」　4大商圈盼打通行人動線,【　高雄　鐵路　地下化　-　5　】　「　怕　變成　捷運　美麗島　站　」　4大　商圈　盼　打通　行人　動線,o
搶花博旅遊商機　旅行社推訂房加購高鐵7.9折,搶　花　博　旅遊　商機　旅行社　推　訂房　加購　高鐵　7.9　折,e
慶祝高雄鐵路地下化 一日券首周30元無限搭,慶祝　高雄　鐵路　地下化　一日券　首　周　30　元　無限　搭,e
